ticker,accession_number,form,filing_date,target_cik,document_issuer_cik,document_issuer_name,archive_cik,structured_position_rows,supported_common_equity_rows,interval_family,source_url,source_sha256
ALR,0001415889-23-005161,4,2023-03-20,0001159281,0001159281,AlerisLife Inc.,0001159281,2,2,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1159281/000141588923005161/form4-03202023_010319.xml,ec435aee86fb3609a1ef3d6cc77b05755bc4dbcb372f3f0c1cb0f5002f1de308
ALR,0001415889-23-005162,4,2023-03-20,0001159281,0001159281,AlerisLife Inc.,0001159281,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1159281/000141588923005162/form4-03202023_010326.xml,f4ec7fcba45ebbf166389dc338fe7ffc1993365a9aa6cfe581c7709f7c30978b
ALR,0001415889-23-005166,4,2023-03-20,0001159281,0001159281,AlerisLife Inc.,0001159281,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1159281/000141588923005166/form4-03202023_010331.xml,95e53310828ec187fd03a2b868895ee974c8e2a0a3d66f5b8e3743ffbec5522d
ALR,0001415889-23-005167,4,2023-03-20,0001159281,0001159281,AlerisLife Inc.,0001159281,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1159281/000141588923005167/form4-03202023_010321.xml,6d50e941e5cf4f9934c5cd725dcdc05ff0fb0e0362c0e5be47d166b50166b3bf
ALR,0001415889-23-005168,4,2023-03-20,0001159281,0001159281,AlerisLife Inc.,0001159281,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1159281/000141588923005168/form4-03202023_010312.xml,7e593627044b109fe1634fc0ee0f16e1bdc00aec98daa3cc22e34fd532ba17f1
ALR,0001415889-23-005169,4,2023-03-20,0001159281,0001159281,AlerisLife Inc.,0001159281,2,2,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1159281/000141588923005169/form4-03202023_010349.xml,ab93f3dc4c917b95466a138d4f3d2ff8da822abe6b5f889718152bd8645837b7
AULT,0001214659-23-003750,3,2023-03-10,0000896493,0001437491,"Ecoark Holdings, Inc.",0000896493,1,1,NON_TARGET_ISSUER_DOCUMENT_MUST_BE_REJECTED,https://www.sec.gov/Archives/edgar/data/896493/000121465923003750/marketforms-60776.xml,ebfd1ca886081840b5002d646bb91a188c5b564219b29fedb215f66dcba1951f
AUMN,0001011034-11-000128,3,2011-10-11,0001011509,0001011509,Golden Minerals Co,0001011509,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1011509/000101103411000128/primary_doc.xml,f84f2249ec3fd0922df96549c09605a2979f26bacdfb5788ef381dd32af7dfdd
AUMN,0001011034-11-000129,3,2011-10-11,0001011509,0001011509,Golden Minerals Co,0001011509,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1011509/000101103411000129/primary_doc.xml,d08a88b09f8cbe7aa18cabfbdc37cfb58a43b2a23be34de895a74420d1d96af5
AUMN,0001140361-12-008605,3,2012-02-15,0001011509,0001011509,Golden Minerals Co,0001011509,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1011509/000114036112008605/doc1.xml,21a5f2204a84e7ccd4672229cac94cc535457f15b916681f10726f7ab9870b77
AUMN,0001493152-24-026248,4,2024-07-03,0001011509,0001011509,Golden Minerals Co,0001011509,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1011509/000149315224026248/ownership.xml,9b2f8ef43219922bab45020e383f404c0d41199a55a6d9ad0ac904f949c6c99e
AUMN,0001493152-24-035454,4,2024-09-09,0001011509,0001011509,Golden Minerals Co,0001011509,3,3,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1011509/000149315224035454/ownership.xml,2af4e53ac366d22dc98a694fc2659cabe0a843a3ccfa198940e322cbefa80dbf
BBBY,0001179110-17-001889,3,2017-02-07,0001130713,0001130713,"OVERSTOCK.COM, INC",0001130713,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000117911017001889/edgar.xml,cf48144d5df63f0d1f767e1604a5a987a651f271ffb804018639a550858433eb
BBBY,0001179110-17-001890,3,2017-02-07,0001130713,0001130713,"OVERSTOCK.COM, INC",0001130713,2,2,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000117911017001890/edgar.xml,aaa88af4b00f009c158e9dc268d497db8e2a4a36e3af5ee2236e2cf36df44177
BBBY,0001179110-17-007076,3,2017-05-11,0001130713,0001130713,"OVERSTOCK.COM, INC",0001130713,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000117911017007076/edgar.xml,0c7232178f5ff7befb964e3778d1e421402ee94a0c2f732fd8a6dbd545539a62
BBBY,0001104659-18-057236,3,2018-09-17,0001130713,0001130713,"OVERSTOCK.COM, INC",0001130713,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000110465918057236/a3.xml,4ed49b42d1c52edb73cd0aac7d620120477694755885b5093ededb7e54ae5835
BBBY,0001104659-18-057237,3,2018-09-17,0001130713,0001130713,"OVERSTOCK.COM, INC",0001130713,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000110465918057237/a3.xml,e095cca7796f2f61b1d31d4c603d075b951683b09514c078bed4dffdc210b3af
BBBY,0001104659-18-071807,3,2018-12-07,0001130713,0001130713,"OVERSTOCK.COM, INC",0001130713,2,2,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000110465918071807/a3.xml,ef3fbb1f8b13d5b8e273574b5d9fde2097afe98de94baffb7e36b8c91c22f2fc
BBBY,0001104659-19-015291,3,2019-03-15,0001130713,0001130713,"OVERSTOCK.COM, INC",0001130713,2,2,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000110465919015291/a3.xml,949993064c8329aee8329efe18815d239559130bd277022c00629ad9841bf79e
BBBY,0001179110-19-006300,3,2019-05-17,0001130713,0001130713,"OVERSTOCK.COM, INC",0001130713,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000117911019006300/edgar.xml,ca73a81117bbcec40a1960ad8e37977adabfc2705d7929a7d38e2f578fa7da71
BBBY,0001179110-19-010636,3,2019-09-25,0001130713,0001130713,"OVERSTOCK.COM, INC",0001130713,2,2,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000117911019010636/edgar.xml,e006d0a801449cb11a3b55df0e2731a7a352bdc050d9d24208e21a42290047fb
BBBY,0001179110-20-002176,3,2020-02-24,0001130713,0001130713,"OVERSTOCK.COM, INC",0001130713,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000117911020002176/edgar.xml,a664aedab9cfd6d87c52bf16b664bc31dae027d1f537c9249e00ec22d1f7febf
BBBY,0001179110-20-004024,3,2020-03-20,0001130713,0001130713,"OVERSTOCK.COM, INC",0001130713,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000117911020004024/edgar.xml,33ab25a971932af75f2f41af12b88b2bcaeece73b27b4fc8441882ec85eb3c1e
BBBY,0001013594-23-000799,SC 13D,2023-10-16,0001130713,,,0001130713,3,0,TRUE_IDENTITY_EVIDENCE_GAP_OR_UNSUPPORTED_CLASS,https://www.sec.gov/Archives/edgar/data/1130713/000101359423000799/over13d-101320.htm,52e3a987225a5c2147802468f4966404f94d81c43b213e99820821681d50539a
BBBY,0001013594-23-000872,SC 13D/A,2023-11-03,0001130713,,,0001130713,3,0,TRUE_IDENTITY_EVIDENCE_GAP_OR_UNSUPPORTED_CLASS,https://www.sec.gov/Archives/edgar/data/1130713/000101359423000872/jat13da1-110223.htm,6d3f4db0e8ed443aa87e69e44dff427950710a16892e6b92f3a744b25161b3e0
BBBY,0001013594-23-000945,SC 13D/A,2023-11-20,0001130713,,,0001130713,3,0,TRUE_IDENTITY_EVIDENCE_GAP_OR_UNSUPPORTED_CLASS,https://www.sec.gov/Archives/edgar/data/1130713/000101359423000945/jat13da2-11202023.htm,1a6f24973740f25955b708c033f2655fdf07a2557775073481e79dc728ffca2c
BBBY,0001415889-25-008206,3,2025-03-17,0001130713,0001130713,"BEYOND, INC.",0001130713,1,1,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000141588925008206/form3-03172025_080300.xml,dde920ceffe615d37c853f85d0d636a6061efba8d8efcc16c9d028f47adb6d1c
BBBY,0001415889-25-008213,3,2025-03-17,0001130713,0001130713,"BEYOND, INC.",0001130713,2,2,TARGET_CIK_COMMON_EQUITY_CONTINUITY_CANDIDATE,https://www.sec.gov/Archives/edgar/data/1130713/000141588925008213/form3-03172025_080346.xml,b33f1ce6e788b17ac67673a60def0fec27a76eff1fb207897995202fa490185c
