contract_version,lesson_id,image_id,source_ref,resolved_path,resolution_status,referenced_from_section_ids,visual_type,contains_numbers,contains_code,contains_chart,contains_platform_config,extracted_values_ref,technical_reading_ref,doctrine_relevance,requires_human_review,notes
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0001,../img/000.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/000.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0001.md,image_evidence_notes/sersan_practice_17_revised_img_0001.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0002,../img/001.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/001.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0002.md,image_evidence_notes/sersan_practice_17_revised_img_0002.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0003,../img/002.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/002.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0003.md,image_evidence_notes/sersan_practice_17_revised_img_0003.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0004,../img/003.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/003.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0004.md,image_evidence_notes/sersan_practice_17_revised_img_0004.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0005,../img/004.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/004.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0005.md,image_evidence_notes/sersan_practice_17_revised_img_0005.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0006,../img/005.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/005.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0006.md,image_evidence_notes/sersan_practice_17_revised_img_0006.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0007,../img/006.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/006.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0007.md,image_evidence_notes/sersan_practice_17_revised_img_0007.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0008,../img/003.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/003.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0008.md,image_evidence_notes/sersan_practice_17_revised_img_0008.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0009,../img/007.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/007.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0009.md,image_evidence_notes/sersan_practice_17_revised_img_0009.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0010,../img/008.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/008.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0010.md,image_evidence_notes/sersan_practice_17_revised_img_0010.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0011,../img/011.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/011.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0011.md,image_evidence_notes/sersan_practice_17_revised_img_0011.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0012,../img/012.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/012.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0012.md,image_evidence_notes/sersan_practice_17_revised_img_0012.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0013,../img/014.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/014.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0013.md,image_evidence_notes/sersan_practice_17_revised_img_0013.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0014,../img/015.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/015.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0014.md,image_evidence_notes/sersan_practice_17_revised_img_0014.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0015,../img/016.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/016.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0015.md,image_evidence_notes/sersan_practice_17_revised_img_0015.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0016,../img/017.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/017.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0016.md,image_evidence_notes/sersan_practice_17_revised_img_0016.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0017,../img/018.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/018.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0017.md,image_evidence_notes/sersan_practice_17_revised_img_0017.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0018,../img/019.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/019.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0018.md,image_evidence_notes/sersan_practice_17_revised_img_0018.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0019,../img/020.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/020.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0019.md,image_evidence_notes/sersan_practice_17_revised_img_0019.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0020,../img/021.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/021.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0020.md,image_evidence_notes/sersan_practice_17_revised_img_0020.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0021,../img/022.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/022.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0021.md,image_evidence_notes/sersan_practice_17_revised_img_0021.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0022,../img/023.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/023.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0022.md,image_evidence_notes/sersan_practice_17_revised_img_0022.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0023,../img/024.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/024.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0023.md,image_evidence_notes/sersan_practice_17_revised_img_0023.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_17_revised,sersan_practice_17_revised_img_0024,../img/018.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/27-practice-17/img/018.png,resolved_lesson_fallback,sersan_practice_17_revised_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_17_revised_img_0024.md,image_evidence_notes/sersan_practice_17_revised_img_0024.md,critical,true,automated contextual image reading; numeric OCR not performed
