contract_version,lesson_id,image_id,source_ref,resolved_path,resolution_status,referenced_from_section_ids,visual_type,contains_numbers,contains_code,contains_chart,contains_platform_config,extracted_values_ref,technical_reading_ref,doctrine_relevance,requires_human_review,notes
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0001,../02_workshops/13-practice-03/img/08.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/08.png,resolved_direct,sersan_practice_03_donchain_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0001.md,image_evidence_notes/sersan_practice_03_donchain_img_0001.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0002,../02_workshops/13-practice-03/img/09.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/09.png,resolved_direct,sersan_practice_03_donchain_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0002.md,image_evidence_notes/sersan_practice_03_donchain_img_0002.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0003,../02_workshops/13-practice-03/img/10.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/10.png,resolved_direct,sersan_practice_03_donchain_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0003.md,image_evidence_notes/sersan_practice_03_donchain_img_0003.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0004,../02_workshops/13-practice-03/img/11.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/11.png,resolved_direct,sersan_practice_03_donchain_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0004.md,image_evidence_notes/sersan_practice_03_donchain_img_0004.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0005,../02_workshops/13-practice-03/img/14.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/14.png,resolved_direct,sersan_practice_03_donchain_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0005.md,image_evidence_notes/sersan_practice_03_donchain_img_0005.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0006,../../12-practice-02/img/002.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/12-practice-02/img/002.png,resolved_lesson_fallback,sersan_practice_03_donchain_sec_0003,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0006.md,image_evidence_notes/sersan_practice_03_donchain_img_0006.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0007,../../13-practice-03/img/00.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/00.png,resolved_lesson_fallback,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0007.md,image_evidence_notes/sersan_practice_03_donchain_img_0007.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0008,../02_workshops/13-practice-03/img/01.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/01.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0008.md,image_evidence_notes/sersan_practice_03_donchain_img_0008.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0009,../02_workshops/13-practice-03/img/02.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/02.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0009.md,image_evidence_notes/sersan_practice_03_donchain_img_0009.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0010,../02_workshops/13-practice-03/img/04.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/04.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0010.md,image_evidence_notes/sersan_practice_03_donchain_img_0010.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0011,../02_workshops/13-practice-03/img/05.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/05.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0011.md,image_evidence_notes/sersan_practice_03_donchain_img_0011.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0012,../02_workshops/13-practice-03/img/06.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/06.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0012.md,image_evidence_notes/sersan_practice_03_donchain_img_0012.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0013,../02_workshops/13-practice-03/img/07.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/07.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0013.md,image_evidence_notes/sersan_practice_03_donchain_img_0013.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0014,../02_workshops/13-practice-03/img/15.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/15.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0014.md,image_evidence_notes/sersan_practice_03_donchain_img_0014.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0015,../02_workshops/13-practice-03/img/16.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/16.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0015.md,image_evidence_notes/sersan_practice_03_donchain_img_0015.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0016,../02_workshops/13-practice-03/img/17.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/17.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0016.md,image_evidence_notes/sersan_practice_03_donchain_img_0016.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0017,../02_workshops/13-practice-03/img/18.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/18.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0017.md,image_evidence_notes/sersan_practice_03_donchain_img_0017.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0018,../02_workshops/13-practice-03/img/23.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/23.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0018.md,image_evidence_notes/sersan_practice_03_donchain_img_0018.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0019,../02_workshops/13-practice-03/img/20.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/20.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0019.md,image_evidence_notes/sersan_practice_03_donchain_img_0019.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_03_donchain,sersan_practice_03_donchain_img_0020,../02_workshops/13-practice-03/img/21.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/13-practice-03/img/21.png,resolved_direct,sersan_practice_03_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_03_donchain_img_0020.md,image_evidence_notes/sersan_practice_03_donchain_img_0020.md,critical,true,automated contextual image reading; numeric OCR not performed
